nombre,correo,telefono,servicio,canal,canal_origen,hora_contacto,dias_desde_contacto,mensaje_largo,urgencia,interes_activo
Lead 577,lead577@mail.com,949747799,Endodoncia,WhatsApp,Grupo de ofertas,18,10,0,0,0
Lead 578,lead578@mail.com,921152153,Implantes,WhatsApp,Mensaje directo,12,27,0,0,0
Lead 579,lead579@mail.com,949835189,Ortodoncia,Instagram,Inbox IG,7,17,0,0,0
Lead 580,lead580@mail.com,959697913,Limpieza dental,Otro,Anuncio Google,7,17,0,0,0
Lead 581,lead581@mail.com,977042893,Endodoncia,Instagram,Historia,11,13,0,0,0
Lead 582,lead582@mail.com,944538588,Implantes,Instagram,Comentario IG,16,13,0,0,1
Lead 583,lead583@mail.com,961079500,Implantes,Facebook,Comentario FB,14,11,1,0,1
Lead 584,lead584@mail.com,959558083,Endodoncia,TikTok,Live,8,10,0,0,1
Lead 585,lead585@mail.com,940235640,Ortodoncia,TikTok,Live,9,27,1,0,0
Lead 586,lead586@mail.com,965961553,Evaluación general,WhatsApp,Grupo de ofertas,18,10,0,1,1
Lead 587,lead587@mail.com,936635617,Limpieza dental,WhatsApp,Grupo de ofertas,16,5,0,0,0
Lead 588,lead588@mail.com,986423687,Ortodoncia,Facebook,Mensaje FB,7,10,0,1,0
Lead 589,lead589@mail.com,977066688,Ortodoncia,Otro,Landing page,19,9,0,0,1
Lead 590,lead590@mail.com,959207388,Limpieza dental,TikTok,Live,17,6,1,1,0
Lead 591,lead591@mail.com,995659135,Ortodoncia,Facebook,Mensaje FB,12,11,0,0,0
Lead 592,lead592@mail.com,928434369,Ortodoncia,Instagram,Inbox IG,18,9,1,0,0
Lead 593,lead593@mail.com,962141506,Implantes,Facebook,Comentario FB,13,7,1,0,1
Lead 594,lead594@mail.com,967041562,Ortodoncia,WhatsApp,Grupo de ofertas,18,12,0,1,1
Lead 595,lead595@mail.com,954855106,Evaluación general,Facebook,Comentario FB,8,18,0,0,0
Lead 596,lead596@mail.com,972803546,Limpieza dental,Otro,Anuncio Google,10,19,1,1,0
Lead 597,lead597@mail.com,958710324,Implantes,Instagram,Historia,16,13,0,1,1
Lead 598,lead598@mail.com,961492716,Ortodoncia,Instagram,Comentario IG,17,17,0,0,1
Lead 599,lead599@mail.com,952710916,Evaluación general,Facebook,Comentario FB,10,19,0,1,0
Lead 600,lead600@mail.com,965659228,Endodoncia,WhatsApp,Mensaje directo,16,0,0,1,1
Lead 601,lead601@mail.com,969435595,Implantes,WhatsApp,Grupo de ofertas,10,4,1,0,0
Lead 602,lead602@mail.com,948467910,Evaluación general,WhatsApp,Mensaje directo,16,18,0,0,0
Lead 603,lead603@mail.com,969646035,Evaluación general,WhatsApp,Grupo de ofertas,16,7,0,0,0
Lead 604,lead604@mail.com,991882258,Endodoncia,Otro,Landing page,21,17,0,0,1
Lead 605,lead605@mail.com,970094329,Ortodoncia,WhatsApp,Grupo de ofertas,22,6,0,0,0
Lead 606,lead606@mail.com,980399934,Endodoncia,Otro,Anuncio Google,21,2,0,0,0
Lead 607,lead607@mail.com,977256609,Blanqueamiento,Instagram,Inbox IG,19,3,0,0,0
Lead 608,lead608@mail.com,937148868,Limpieza dental,Otro,Landing page,15,16,0,0,0
Lead 609,lead609@mail.com,989140165,Blanqueamiento,Otro,Landing page,21,29,0,0,0
Lead 610,lead610@mail.com,960107906,Ortodoncia,WhatsApp,Mensaje directo,11,24,1,0,1
Lead 611,lead611@mail.com,965726066,Ortodoncia,Facebook,Formulario FB,22,18,0,0,0
Lead 612,lead612@mail.com,964954685,Implantes,TikTok,Live,21,3,1,1,1
Lead 613,lead613@mail.com,979185062,Ortodoncia,TikTok,Live,11,24,0,0,1
Lead 614,lead614@mail.com,934437007,Blanqueamiento,WhatsApp,Grupo de ofertas,22,23,1,0,1
Lead 615,lead615@mail.com,985575549,Blanqueamiento,Instagram,Inbox IG,17,22,0,0,1
Lead 616,lead616@mail.com,943517379,Blanqueamiento,Otro,Anuncio Google,15,16,1,0,1
Lead 617,lead617@mail.com,969504448,Implantes,Instagram,Comentario IG,22,19,0,0,0
Lead 618,lead618@mail.com,921918529,Implantes,TikTok,Live,21,24,0,1,1
Lead 619,lead619@mail.com,940474646,Limpieza dental,Facebook,Comentario FB,14,14,1,0,0
Lead 620,lead620@mail.com,998670888,Limpieza dental,TikTok,Live,16,6,1,0,1
Lead 621,lead621@mail.com,964920706,Endodoncia,WhatsApp,Mensaje directo,19,8,0,0,0
Lead 622,lead622@mail.com,933698370,Evaluación general,WhatsApp,Mensaje directo,7,16,1,0,0
Lead 623,lead623@mail.com,978985200,Evaluación general,WhatsApp,Grupo de ofertas,16,14,0,0,0
Lead 624,lead624@mail.com,916472973,Evaluación general,Facebook,Mensaje FB,9,10,1,0,0
Lead 625,lead625@mail.com,990286597,Blanqueamiento,Otro,Anuncio Google,8,28,0,0,0
Lead 626,lead626@mail.com,968043727,Implantes,Instagram,Inbox IG,15,0,1,0,0
Lead 627,lead627@mail.com,944262607,Evaluación general,TikTok,DM TikTok,12,7,0,1,0
Lead 628,lead628@mail.com,947776534,Evaluación general,TikTok,DM TikTok,17,10,1,0,1
Lead 629,lead629@mail.com,911559757,Evaluación general,Otro,Anuncio Google,8,23,1,0,1
Lead 630,lead630@mail.com,962212945,Limpieza dental,TikTok,DM TikTok,14,22,0,1,0
Lead 631,lead631@mail.com,977354164,Endodoncia,Facebook,Mensaje FB,10,15,0,0,1
Lead 632,lead632@mail.com,969910712,Ortodoncia,WhatsApp,Grupo de ofertas,17,4,0,0,0
Lead 633,lead633@mail.com,995711044,Ortodoncia,Facebook,Formulario FB,18,13,0,0,0
Lead 634,lead634@mail.com,925512659,Blanqueamiento,WhatsApp,Grupo de ofertas,17,1,0,0,0
Lead 635,lead635@mail.com,914036405,Ortodoncia,Otro,Anuncio Google,12,6,0,0,0
Lead 636,lead636@mail.com,946426088,Blanqueamiento,WhatsApp,Grupo de ofertas,19,23,1,0,0
Lead 637,lead637@mail.com,918274437,Endodoncia,Otro,Landing page,15,7,0,0,1
Lead 638,lead638@mail.com,994538835,Ortodoncia,WhatsApp,Grupo de ofertas,16,4,1,0,1
Lead 639,lead639@mail.com,986591881,Blanqueamiento,Facebook,Comentario FB,15,16,0,0,0
Lead 640,lead640@mail.com,919787557,Implantes,Instagram,Comentario IG,8,24,1,0,0
Lead 641,lead641@mail.com,969799781,Ortodoncia,TikTok,Live,12,25,0,0,1
Lead 642,lead642@mail.com,984741149,Blanqueamiento,TikTok,Live,10,26,0,0,0
Lead 643,lead643@mail.com,966635464,Implantes,Instagram,Historia,11,1,1,0,0
Lead 644,lead644@mail.com,918669441,Ortodoncia,WhatsApp,Grupo de ofertas,7,15,0,0,0
Lead 645,lead645@mail.com,941079502,Ortodoncia,TikTok,Live,19,3,1,0,1
Lead 646,lead646@mail.com,910879459,Blanqueamiento,WhatsApp,Grupo de ofertas,17,21,1,0,0
Lead 647,lead647@mail.com,997729219,Implantes,Facebook,Mensaje FB,8,29,0,0,1
Lead 648,lead648@mail.com,939961288,Endodoncia,Facebook,Mensaje FB,13,16,0,1,1
Lead 649,lead649@mail.com,944974352,Evaluación general,Instagram,Inbox IG,19,13,0,0,0
Lead 650,lead650@mail.com,945642494,Ortodoncia,Instagram,Inbox IG,16,17,1,0,0
Lead 651,lead651@mail.com,913800986,Endodoncia,Otro,Anuncio Google,15,27,1,1,1
Lead 652,lead652@mail.com,967413553,Evaluación general,WhatsApp,Mensaje directo,16,18,0,0,0
Lead 653,lead653@mail.com,995784031,Evaluación general,Facebook,Mensaje FB,10,12,0,0,0
Lead 654,lead654@mail.com,972900522,Endodoncia,WhatsApp,Grupo de ofertas,10,14,0,0,1
Lead 655,lead655@mail.com,965756089,Ortodoncia,WhatsApp,Mensaje directo,22,1,0,0,0
Lead 656,lead656@mail.com,952796369,Evaluación general,Facebook,Comentario FB,7,10,0,0,0
Lead 657,lead657@mail.com,968458981,Ortodoncia,Instagram,Historia,12,18,0,0,0
Lead 658,lead658@mail.com,972348360,Implantes,Instagram,Historia,7,22,1,0,1
Lead 659,lead659@mail.com,948685536,Ortodoncia,Facebook,Mensaje FB,19,5,1,0,0
Lead 660,lead660@mail.com,932536636,Blanqueamiento,Otro,Anuncio Google,12,4,0,0,0
Lead 661,lead661@mail.com,926215665,Endodoncia,TikTok,Live,16,10,0,1,0
Lead 662,lead662@mail.com,957816341,Endodoncia,TikTok,DM TikTok,18,10,1,0,0
Lead 663,lead663@mail.com,915939334,Limpieza dental,Instagram,Comentario IG,22,10,0,0,0
Lead 664,lead664@mail.com,972022454,Evaluación general,WhatsApp,Grupo de ofertas,19,10,0,1,1
Lead 665,lead665@mail.com,987870420,Implantes,WhatsApp,Grupo de ofertas,9,13,0,0,0
Lead 666,lead666@mail.com,938735942,Blanqueamiento,Otro,Landing page,22,28,0,0,0
Lead 667,lead667@mail.com,944206848,Limpieza dental,WhatsApp,Mensaje directo,9,12,1,0,0
Lead 668,lead668@mail.com,966418580,Blanqueamiento,Facebook,Formulario FB,10,11,0,0,0
Lead 669,lead669@mail.com,942377375,Ortodoncia,Instagram,Historia,19,25,1,0,1
Lead 670,lead670@mail.com,925551270,Limpieza dental,WhatsApp,Grupo de ofertas,13,4,0,0,0
Lead 671,lead671@mail.com,980314092,Limpieza dental,TikTok,Live,22,0,0,1,1
Lead 672,lead672@mail.com,914429899,Endodoncia,Facebook,Comentario FB,9,6,0,1,0
Lead 673,lead673@mail.com,927675548,Endodoncia,Instagram,Inbox IG,13,15,1,0,0
Lead 674,lead674@mail.com,998589935,Limpieza dental,Otro,Anuncio Google,21,4,0,0,0
Lead 675,lead675@mail.com,968630789,Evaluación general,Instagram,Historia,13,12,0,0,0
Lead 676,lead676@mail.com,944148989,Ortodoncia,Otro,Anuncio Google,18,17,0,0,0
Lead 677,lead677@mail.com,994369522,Endodoncia,Otro,Anuncio Google,17,9,1,0,0
Lead 678,lead678@mail.com,978860661,Blanqueamiento,WhatsApp,Mensaje directo,10,1,0,0,0
Lead 679,lead679@mail.com,985147626,Evaluación general,WhatsApp,Mensaje directo,21,18,0,0,0
Lead 680,lead680@mail.com,948353225,Blanqueamiento,Facebook,Comentario FB,19,8,0,0,0
Lead 681,lead681@mail.com,976293900,Limpieza dental,TikTok,DM TikTok,14,14,1,0,1
Lead 682,lead682@mail.com,961058096,Endodoncia,Instagram,Historia,12,0,0,0,1
Lead 683,lead683@mail.com,990539718,Limpieza dental,TikTok,DM TikTok,11,28,0,0,0
Lead 684,lead684@mail.com,969880550,Blanqueamiento,Instagram,Comentario IG,19,4,1,0,0
Lead 685,lead685@mail.com,933643900,Evaluación general,Otro,Landing page,11,0,0,0,1
Lead 686,lead686@mail.com,938189839,Blanqueamiento,TikTok,Live,9,14,1,0,0
Lead 687,lead687@mail.com,948175224,Implantes,TikTok,Live,15,21,1,0,0
Lead 688,lead688@mail.com,911406150,Evaluación general,Facebook,Formulario FB,12,15,0,0,0
Lead 689,lead689@mail.com,967413770,Limpieza dental,TikTok,Live,20,28,0,1,0
Lead 690,lead690@mail.com,978602415,Evaluación general,WhatsApp,Grupo de ofertas,11,13,0,1,0
Lead 691,lead691@mail.com,927943886,Blanqueamiento,WhatsApp,Mensaje directo,8,7,1,0,0
Lead 692,lead692@mail.com,997908341,Ortodoncia,TikTok,DM TikTok,18,19,0,0,0
Lead 693,lead693@mail.com,915846866,Evaluación general,Facebook,Formulario FB,21,19,1,0,1
Lead 694,lead694@mail.com,927127283,Implantes,Facebook,Mensaje FB,9,21,1,0,0
Lead 695,lead695@mail.com,991036161,Implantes,Instagram,Inbox IG,17,25,0,1,1
Lead 696,lead696@mail.com,952642935,Ortodoncia,TikTok,DM TikTok,20,16,0,0,1
Lead 697,lead697@mail.com,913049316,Evaluación general,TikTok,Live,21,15,0,0,0
Lead 698,lead698@mail.com,972827874,Limpieza dental,Instagram,Comentario IG,22,12,0,0,0
Lead 699,lead699@mail.com,942105736,Ortodoncia,Facebook,Mensaje FB,11,18,0,0,1
Lead 700,lead700@mail.com,960086878,Limpieza dental,Otro,Anuncio Google,21,27,0,0,1
Lead 701,lead701@mail.com,941745493,Implantes,WhatsApp,Mensaje directo,9,20,0,1,0
Lead 702,lead702@mail.com,958155151,Implantes,Otro,Landing page,20,9,0,0,0
Lead 703,lead703@mail.com,989890013,Endodoncia,WhatsApp,Mensaje directo,14,7,0,0,0
Lead 704,lead704@mail.com,947177857,Blanqueamiento,WhatsApp,Mensaje directo,20,11,1,0,0
Lead 705,lead705@mail.com,987707325,Endodoncia,Instagram,Inbox IG,8,11,0,0,0
Lead 706,lead706@mail.com,961590272,Endodoncia,WhatsApp,Grupo de ofertas,12,24,0,1,0
Lead 707,lead707@mail.com,916671203,Implantes,TikTok,DM TikTok,20,12,1,0,1
Lead 708,lead708@mail.com,956606102,Blanqueamiento,TikTok,Live,13,21,0,0,0
Lead 709,lead709@mail.com,951130558,Endodoncia,Facebook,Formulario FB,13,5,1,0,0
Lead 710,lead710@mail.com,931646139,Evaluación general,Otro,Landing page,12,5,0,1,0
Lead 711,lead711@mail.com,966342202,Limpieza dental,Instagram,Historia,14,13,0,0,0
Lead 712,lead712@mail.com,912480017,Evaluación general,WhatsApp,Grupo de ofertas,14,7,1,0,0
Lead 713,lead713@mail.com,915016239,Implantes,WhatsApp,Grupo de ofertas,8,7,0,0,1
Lead 714,lead714@mail.com,987347388,Limpieza dental,Otro,Anuncio Google,17,19,1,1,0
Lead 715,lead715@mail.com,931223676,Ortodoncia,Facebook,Comentario FB,16,2,1,0,1
Lead 716,lead716@mail.com,925808458,Implantes,WhatsApp,Mensaje directo,19,16,1,1,0
Lead 717,lead717@mail.com,971647309,Evaluación general,Otro,Anuncio Google,20,27,0,0,1
Lead 718,lead718@mail.com,959975039,Blanqueamiento,WhatsApp,Grupo de ofertas,14,17,1,0,1
Lead 719,lead719@mail.com,976974034,Blanqueamiento,Facebook,Mensaje FB,17,25,0,0,0
Lead 720,lead720@mail.com,995456969,Ortodoncia,Facebook,Comentario FB,15,3,1,0,0
Lead 721,lead721@mail.com,927728138,Evaluación general,WhatsApp,Grupo de ofertas,19,10,0,0,0
Lead 722,lead722@mail.com,933877268,Ortodoncia,WhatsApp,Grupo de ofertas,20,1,0,0,1
Lead 723,lead723@mail.com,927196045,Limpieza dental,Instagram,Comentario IG,18,17,0,1,0
Lead 724,lead724@mail.com,980065015,Blanqueamiento,TikTok,DM TikTok,17,10,1,0,0
Lead 725,lead725@mail.com,951385470,Limpieza dental,Facebook,Comentario FB,13,10,0,0,0
Lead 726,lead726@mail.com,933846147,Blanqueamiento,Otro,Landing page,15,8,0,0,0
Lead 727,lead727@mail.com,976190032,Limpieza dental,WhatsApp,Mensaje directo,7,14,0,0,0
Lead 728,lead728@mail.com,978493686,Ortodoncia,Facebook,Formulario FB,19,13,0,0,0
Lead 729,lead729@mail.com,927021093,Evaluación general,Facebook,Mensaje FB,17,10,0,0,0
Lead 730,lead730@mail.com,953410212,Evaluación general,Instagram,Historia,9,27,0,0,1
Lead 731,lead731@mail.com,914975467,Evaluación general,Facebook,Mensaje FB,7,5,0,0,0
Lead 732,lead732@mail.com,950468176,Implantes,Instagram,Comentario IG,14,10,0,0,0
Lead 733,lead733@mail.com,916767567,Limpieza dental,WhatsApp,Grupo de ofertas,22,19,1,1,0
Lead 734,lead734@mail.com,932632535,Endodoncia,TikTok,Live,19,26,1,0,0
Lead 735,lead735@mail.com,949898334,Implantes,WhatsApp,Mensaje directo,22,8,1,0,0
Lead 736,lead736@mail.com,926136571,Endodoncia,Instagram,Comentario IG,13,24,0,1,1
Lead 737,lead737@mail.com,911998173,Implantes,TikTok,DM TikTok,13,20,1,1,0
Lead 738,lead738@mail.com,960973241,Ortodoncia,Facebook,Comentario FB,19,18,0,0,0
Lead 739,lead739@mail.com,958280115,Endodoncia,Instagram,Comentario IG,8,26,0,0,1
Lead 740,lead740@mail.com,998826439,Ortodoncia,Facebook,Formulario FB,21,4,0,1,1
Lead 741,lead741@mail.com,987882247,Ortodoncia,WhatsApp,Mensaje directo,14,11,0,0,0
Lead 742,lead742@mail.com,952720675,Evaluación general,WhatsApp,Grupo de ofertas,19,29,0,1,1
Lead 743,lead743@mail.com,970043429,Implantes,Otro,Landing page,19,12,0,0,0
Lead 744,lead744@mail.com,992358282,Endodoncia,WhatsApp,Mensaje directo,21,23,0,0,0
Lead 745,lead745@mail.com,933659943,Implantes,Instagram,Historia,18,13,1,0,0
Lead 746,lead746@mail.com,911742166,Evaluación general,WhatsApp,Mensaje directo,22,13,0,0,1
Lead 747,lead747@mail.com,912873524,Evaluación general,Instagram,Historia,7,0,0,0,0
Lead 748,lead748@mail.com,957082866,Endodoncia,Instagram,Inbox IG,14,1,0,0,0
Lead 749,lead749@mail.com,915826038,Limpieza dental,Otro,Anuncio Google,18,7,0,0,1
Lead 750,lead750@mail.com,942927450,Limpieza dental,Facebook,Comentario FB,13,12,1,1,1
Lead 751,lead751@mail.com,917870907,Implantes,Facebook,Comentario FB,11,17,0,0,0
Lead 752,lead752@mail.com,980823619,Limpieza dental,TikTok,DM TikTok,13,24,1,0,1
Lead 753,lead753@mail.com,933005168,Limpieza dental,Facebook,Formulario FB,17,24,0,1,0
Lead 754,lead754@mail.com,994805214,Ortodoncia,Otro,Landing page,11,5,0,0,0
Lead 755,lead755@mail.com,979679589,Ortodoncia,TikTok,Live,12,3,1,1,0
Lead 756,lead756@mail.com,911317621,Implantes,Otro,Landing page,21,5,1,0,0
Lead 757,lead757@mail.com,947625927,Endodoncia,Facebook,Mensaje FB,8,15,0,1,0
Lead 758,lead758@mail.com,991540863,Implantes,WhatsApp,Grupo de ofertas,20,24,1,0,0
Lead 759,lead759@mail.com,991059517,Endodoncia,Otro,Landing page,17,11,0,1,0
Lead 760,lead760@mail.com,966896917,Endodoncia,WhatsApp,Grupo de ofertas,10,24,0,0,0
Lead 761,lead761@mail.com,916572531,Evaluación general,Facebook,Comentario FB,10,12,0,0,1
Lead 762,lead762@mail.com,910113936,Limpieza dental,WhatsApp,Grupo de ofertas,19,16,0,0,0
Lead 763,lead763@mail.com,979542215,Implantes,TikTok,DM TikTok,14,25,0,1,0
Lead 764,lead764@mail.com,955422040,Evaluación general,TikTok,DM TikTok,14,26,0,1,0
Lead 765,lead765@mail.com,981224605,Ortodoncia,Facebook,Mensaje FB,19,15,0,0,0
Lead 766,lead766@mail.com,972098188,Blanqueamiento,TikTok,DM TikTok,13,12,1,0,0
Lead 767,lead767@mail.com,944321874,Blanqueamiento,Facebook,Formulario FB,17,20,1,0,0
Lead 768,lead768@mail.com,991574358,Implantes,Instagram,Inbox IG,10,14,1,0,0
Lead 769,lead769@mail.com,929024896,Implantes,WhatsApp,Mensaje directo,22,19,0,1,0
Lead 770,lead770@mail.com,935118176,Blanqueamiento,TikTok,Live,18,2,1,0,1
Lead 771,lead771@mail.com,944895115,Implantes,TikTok,DM TikTok,19,13,1,0,0
Lead 772,lead772@mail.com,912088618,Endodoncia,Facebook,Mensaje FB,7,10,1,0,0
Lead 773,lead773@mail.com,962924805,Blanqueamiento,WhatsApp,Mensaje directo,21,16,0,0,0
Lead 774,lead774@mail.com,916662064,Implantes,Instagram,Historia,12,17,0,0,0
Lead 775,lead775@mail.com,959898558,Blanqueamiento,WhatsApp,Grupo de ofertas,9,18,0,0,0
Lead 776,lead776@mail.com,930658359,Implantes,TikTok,DM TikTok,14,18,0,0,0
Lead 777,lead777@mail.com,997260739,Implantes,TikTok,DM TikTok,12,27,1,1,0
Lead 778,lead778@mail.com,960557904,Ortodoncia,WhatsApp,Grupo de ofertas,12,25,1,0,0
Lead 779,lead779@mail.com,984110701,Endodoncia,Facebook,Comentario FB,15,3,0,1,1
Lead 780,lead780@mail.com,951888352,Endodoncia,Instagram,Comentario IG,14,23,0,0,0
Lead 781,lead781@mail.com,947086106,Implantes,TikTok,Live,21,11,0,0,0
Lead 782,lead782@mail.com,958442092,Evaluación general,Facebook,Formulario FB,15,14,0,0,1
Lead 783,lead783@mail.com,915055769,Limpieza dental,Instagram,Historia,15,1,0,0,1
Lead 784,lead784@mail.com,940271417,Evaluación general,WhatsApp,Mensaje directo,10,7,0,1,0
Lead 785,lead785@mail.com,931249305,Evaluación general,Otro,Landing page,17,15,1,0,0
Lead 786,lead786@mail.com,969366531,Endodoncia,Instagram,Comentario IG,21,1,1,0,0
Lead 787,lead787@mail.com,921685762,Ortodoncia,WhatsApp,Grupo de ofertas,13,15,0,0,1
Lead 788,lead788@mail.com,979474749,Evaluación general,Instagram,Historia,16,20,0,1,1
Lead 789,lead789@mail.com,961923821,Ortodoncia,Otro,Landing page,19,0,0,0,0
Lead 790,lead790@mail.com,976338692,Blanqueamiento,Otro,Landing page,10,14,0,0,1
Lead 791,lead791@mail.com,991248346,Limpieza dental,Otro,Anuncio Google,12,16,0,0,1
Lead 792,lead792@mail.com,929787303,Endodoncia,Facebook,Comentario FB,8,20,1,0,0
Lead 793,lead793@mail.com,994742716,Limpieza dental,WhatsApp,Grupo de ofertas,8,9,0,0,0
Lead 794,lead794@mail.com,960758892,Implantes,Facebook,Formulario FB,22,4,0,0,0
Lead 795,lead795@mail.com,962420967,Endodoncia,Facebook,Mensaje FB,12,28,0,1,0
Lead 796,lead796@mail.com,979895769,Ortodoncia,Instagram,Historia,18,18,0,0,1
Lead 797,lead797@mail.com,984293979,Ortodoncia,Otro,Anuncio Google,19,26,1,0,1
Lead 798,lead798@mail.com,926186862,Implantes,Instagram,Inbox IG,16,29,0,1,1
Lead 799,lead799@mail.com,943378855,Blanqueamiento,WhatsApp,Mensaje directo,8,22,0,0,0
Lead 800,lead800@mail.com,957468948,Limpieza dental,Facebook,Mensaje FB,11,14,0,0,0
Lead 801,lead801@mail.com,918821437,Blanqueamiento,Instagram,Comentario IG,21,16,0,1,0
Lead 802,lead802@mail.com,972640623,Endodoncia,TikTok,Live,21,16,0,0,1
Lead 803,lead803@mail.com,970011150,Endodoncia,WhatsApp,Mensaje directo,20,12,1,0,1
Lead 804,lead804@mail.com,981967803,Ortodoncia,Instagram,Historia,12,28,0,0,0
Lead 805,lead805@mail.com,916051865,Endodoncia,TikTok,Live,12,4,1,0,0
Lead 806,lead806@mail.com,920311825,Ortodoncia,Otro,Landing page,21,4,0,0,0
Lead 807,lead807@mail.com,997585323,Ortodoncia,Otro,Anuncio Google,10,16,1,1,1
Lead 808,lead808@mail.com,971431120,Limpieza dental,Otro,Anuncio Google,13,14,0,1,0
Lead 809,lead809@mail.com,976725931,Blanqueamiento,TikTok,Live,9,18,0,0,0
Lead 810,lead810@mail.com,962073536,Blanqueamiento,WhatsApp,Grupo de ofertas,14,23,0,0,0
Lead 811,lead811@mail.com,942676719,Limpieza dental,Instagram,Comentario IG,9,3,0,0,0
Lead 812,lead812@mail.com,914290447,Endodoncia,Otro,Anuncio Google,21,14,0,0,1
Lead 813,lead813@mail.com,918499970,Implantes,WhatsApp,Grupo de ofertas,20,3,0,0,0
Lead 814,lead814@mail.com,917284268,Ortodoncia,Facebook,Comentario FB,12,7,0,0,0
Lead 815,lead815@mail.com,927552508,Evaluación general,WhatsApp,Grupo de ofertas,8,7,0,0,0
Lead 816,lead816@mail.com,964745659,Blanqueamiento,Otro,Landing page,15,15,0,0,0
Lead 817,lead817@mail.com,934373175,Implantes,Instagram,Comentario IG,8,10,1,0,1
Lead 818,lead818@mail.com,915021983,Endodoncia,TikTok,DM TikTok,16,28,0,0,0
Lead 819,lead819@mail.com,955278419,Evaluación general,Instagram,Comentario IG,16,17,0,0,0
Lead 820,lead820@mail.com,951252240,Limpieza dental,Otro,Landing page,12,15,1,0,0
Lead 821,lead821@mail.com,967731487,Implantes,Facebook,Comentario FB,22,3,0,0,0
Lead 822,lead822@mail.com,918796015,Blanqueamiento,TikTok,Live,12,23,1,1,1
Lead 823,lead823@mail.com,925599691,Endodoncia,WhatsApp,Grupo de ofertas,13,10,0,0,0
Lead 824,lead824@mail.com,923710025,Limpieza dental,Instagram,Inbox IG,13,13,0,0,0
Lead 825,lead825@mail.com,957001629,Evaluación general,Facebook,Mensaje FB,9,28,0,0,0
Lead 826,lead826@mail.com,978552265,Implantes,Otro,Landing page,15,27,0,0,0
Lead 827,lead827@mail.com,981264168,Ortodoncia,Facebook,Comentario FB,20,9,0,0,1
Lead 828,lead828@mail.com,979768650,Evaluación general,TikTok,Live,15,13,0,0,1
Lead 829,lead829@mail.com,964654399,Ortodoncia,TikTok,DM TikTok,17,20,1,1,1
Lead 830,lead830@mail.com,944968906,Implantes,WhatsApp,Grupo de ofertas,20,1,1,0,1
Lead 831,lead831@mail.com,949754383,Limpieza dental,Instagram,Comentario IG,22,16,0,1,0
Lead 832,lead832@mail.com,997457467,Endodoncia,Otro,Anuncio Google,12,24,1,0,1
Lead 833,lead833@mail.com,925340110,Ortodoncia,WhatsApp,Mensaje directo,19,3,1,0,1
Lead 834,lead834@mail.com,992992103,Evaluación general,TikTok,DM TikTok,21,7,1,0,0
Lead 835,lead835@mail.com,931709264,Blanqueamiento,Facebook,Comentario FB,18,11,0,0,1
Lead 836,lead836@mail.com,963938971,Implantes,TikTok,Live,14,3,1,1,1
Lead 837,lead837@mail.com,993744525,Ortodoncia,TikTok,Live,12,28,0,0,0
Lead 838,lead838@mail.com,977178382,Implantes,Facebook,Mensaje FB,16,6,0,0,0
Lead 839,lead839@mail.com,975034404,Limpieza dental,Otro,Landing page,10,14,0,0,0
Lead 840,lead840@mail.com,984409123,Limpieza dental,Facebook,Comentario FB,17,22,0,0,0
Lead 841,lead841@mail.com,982630316,Ortodoncia,Instagram,Comentario IG,8,21,0,0,0
Lead 842,lead842@mail.com,914585315,Implantes,Facebook,Formulario FB,9,22,1,0,0
Lead 843,lead843@mail.com,931706642,Evaluación general,TikTok,Live,12,19,1,0,1
Lead 844,lead844@mail.com,971555999,Endodoncia,Otro,Anuncio Google,12,5,1,0,1
Lead 845,lead845@mail.com,981831204,Implantes,Instagram,Comentario IG,10,17,0,0,0
Lead 846,lead846@mail.com,940186120,Ortodoncia,TikTok,DM TikTok,12,25,0,1,1
Lead 847,lead847@mail.com,960147490,Endodoncia,WhatsApp,Grupo de ofertas,16,6,0,0,0
Lead 848,lead848@mail.com,931219187,Evaluación general,WhatsApp,Mensaje directo,15,20,1,0,0
Lead 849,lead849@mail.com,995303311,Limpieza dental,WhatsApp,Mensaje directo,16,1,0,0,0
Lead 850,lead850@mail.com,934895828,Evaluación general,WhatsApp,Grupo de ofertas,20,6,1,0,0
Lead 851,lead851@mail.com,974052448,Implantes,TikTok,Live,10,6,0,1,1
Lead 852,lead852@mail.com,953866822,Blanqueamiento,Facebook,Mensaje FB,17,27,0,0,0
Lead 853,lead853@mail.com,954674343,Evaluación general,TikTok,Live,8,9,1,0,1
Lead 854,lead854@mail.com,972606106,Blanqueamiento,TikTok,Live,8,10,1,0,1
Lead 855,lead855@mail.com,923317715,Limpieza dental,TikTok,Live,7,21,0,0,0
Lead 856,lead856@mail.com,972632743,Ortodoncia,WhatsApp,Mensaje directo,12,27,1,0,0
Lead 857,lead857@mail.com,935657039,Limpieza dental,Instagram,Historia,7,12,0,0,0
Lead 858,lead858@mail.com,951997785,Implantes,WhatsApp,Mensaje directo,19,21,0,0,1
Lead 859,lead859@mail.com,992028383,Ortodoncia,Otro,Anuncio Google,15,1,0,0,1
Lead 860,lead860@mail.com,981284146,Evaluación general,Facebook,Mensaje FB,15,1,1,0,0
Lead 861,lead861@mail.com,992320668,Blanqueamiento,Otro,Landing page,18,3,0,0,0
Lead 862,lead862@mail.com,991619860,Blanqueamiento,Instagram,Inbox IG,21,11,0,0,1
Lead 863,lead863@mail.com,957322239,Blanqueamiento,WhatsApp,Grupo de ofertas,16,13,0,0,0
